Concurso	Bola1	Bola2	Bola3	Bola4	Bola5
2224	10	14	37	61	74
2225	3	4	12	13	68
2226	29	45	53	72	80
2227	1	3	39	53	59
2228	13	19	34	69	77
2229	2	8	20	24	69
2230	12	42	43	76	79
2231	6	16	31	50	56
2232	9	33	60	70	75
2233	18	53	59	67	79
2234	8	29	39	59	73
2235	7	11	41	49	59
2236	13	18	37	46	47
2237	19	20	30	55	78
2238	18	20	25	47	68
2239	1	3	31	37	42
2240	39	46	54	55	76
2241	6	14	37	54	62
2242	40	43	46	66	71
2243	36	42	51	71	78
2244	17	36	37	41	43
2245	4	36	53	73	79
2246	4	8	26	55	75
2247	14	32	38	51	60
2248	11	14	24	76	79
2249	7	35	54	59	71
2250	27	41	67	71	72
2251	25	33	44	61	75
2252	19	32	43	50	52
2253	1	14	15	23	30
2254	43	50	55	79	80
2255	2	23	37	58	72
2256	15	26	58	62	79
2257	5	10	11	47	65
2258	6	16	21	48	80
2259	6	9	21	37	47
2260	3	39	74	75	78
2261	35	40	43	55	69
2262	5	10	36	50	60
2263	6	25	31	71	75
2264	2	10	38	49	73
2265	13	19	27	30	44
2266	6	15	26	28	60
2267	18	24	29	66	77
2268	11	22	27	40	78
2269	11	23	29	31	44
2270	9	27	37	67	76
2271	43	44	48	69	70
2272	12	22	33	40	56
2273	3	37	42	54	70
2274	19	31	44	62	65
2275	23	28	40	49	73
2276	28	41	58	60	79
2277	4	23	24	25	31
2278	6	11	15	25	48
2279	51	53	75	77	80
2280	24	26	28	48	68
2281	33	41	52	56	75
2282	44	57	71	76	79
2283	2	5	15	36	62
2284	5	28	39	75	80
2285	22	29	66	69	77
2286	2	53	57	71	77
2287	14	21	69	70	79
2288	7	9	22	24	80
2289	8	38	40	63	78
2290	2	10	13	55	58
2291	2	6	39	59	73
2292	44	51	54	55	75
2293	13	29	31	39	44
2294	9	20	26	36	54
2295	11	13	20	33	67
2296	12	27	36	47	62
2297	9	27	59	62	74
2298	10	53	61	68	74
2299	8	10	14	47	48
2300	5	12	25	54	62
2301	2	6	54	73	76
2302	10	32	33	39	69
2303	6	57	68	69	80
2304	18	31	57	79	80
2305	8	35	61	67	68
2306	12	45	69	71	77
2307	15	29	36	75	80
2308	17	20	29	46	79
2309	6	20	57	63	66
2310	15	16	34	42	43
2311	18	27	50	63	64
2312	2	9	37	66	67
2313	31	35	41	66	75
2314	7	23	49	58	65
2315	1	8	15	23	57
2316	31	37	62	73	77
2317	21	28	29	51	58
2318	11	23	29	62	70
2319	15	18	23	34	60
2320	6	43	44	57	80
2321	19	55	66	67	78
2322	8	13	14	33	59
2323	11	37	55	62	68
2324	10	17	23	45	68
2325	3	10	13	37	80
2326	9	14	28	56	62
2327	11	12	26	29	77
2328	8	24	31	39	72
2329	31	33	63	67	72
2330	1	17	22	38	67
2331	38	53	69	75	78
2332	17	21	25	44	75
2333	6	35	40	53	65
2334	1	5	15	27	44
2335	7	19	72	75	78
2336	14	17	39	45	76
2337	42	44	58	62	70
2338	18	21	52	60	72
2339	6	7	10	38	48
2340	4	14	15	29	36
2341	5	6	10	26	64
2342	4	32	43	44	52
2343	13	33	39	57	64
2344	24	34	45	74	78
2345	31	43	46	55	77
2346	5	18	37	39	58
2347	7	56	62	64	75
2348	32	48	51	54	70
2349	9	25	26	31	40
2350	4	19	27	33	55
2351	8	12	48	52	60
2352	25	30	32	68	75
2353	2	13	39	56	72
2354	9	18	25	65	72
2355	18	36	49	65	79
2356	3	17	36	37	45
2357	1	7	19	40	53
2358	11	39	44	49	71
2359	5	40	42	53	57
2360	10	26	28	61	71
2361	10	29	42	63	80
2362	10	28	51	54	68
2363	11	49	58	73	79
2364	12	18	34	57	74
2365	41	47	64	66	72
2366	4	17	38	40	49
2367	7	11	41	49	68
2368	1	20	54	59	71
2369	19	30	41	56	64
2370	34	71	75	76	78
2371	12	25	30	55	80
2372	3	5	37	40	48
2373	15	34	40	42	52
2374	8	16	58	63	72
2375	14	19	23	68	69
2376	10	37	43	48	74
2377	5	33	38	58	78
2378	1	4	44	57	66
2379	25	28	34	43	56
2380	16	23	25	38	53
2381	30	32	34	40	69
2382	3	33	35	42	68
2383	18	31	37	51	71
2384	13	15	22	43	48
2385	35	58	64	73	77
2386	17	30	31	39	75
2387	25	32	69	78	79
2388	15	17	33	73	76
2389	25	35	52	57	60
2390	5	9	62	66	74
2391	6	8	17	39	73
2392	19	30	31	43	52
2393	2	34	38	41	44
2394	5	7	22	40	62
2395	17	35	40	46	74
2396	6	14	66	68	73
2397	5	19	37	69	72
2398	12	18	39	40	60
2399	23	25	51	52	56
2400	1	5	40	70	73
2401	2	19	49	53	69
2402	4	9	25	41	45
2403	10	13	26	38	63
2404	5	33	41	48	54
2405	5	10	33	49	61
2406	9	11	15	47	53
2407	12	26	36	45	75
2408	4	19	29	69	71
2409	31	35	41	44	47
2410	37	49	65	72	79
2411	22	26	35	59	66
2412	17	19	33	37	71
2413	5	11	60	68	79
2414	2	3	16	56	73
2415	5	28	40	47	73
2416	33	53	56	71	79
2417	1	7	15	72	73
2418	1	47	58	64	73
2419	7	8	10	61	73
2420	34	55	67	72	77
2421	15	18	31	54	55
2422	10	16	36	61	80
2423	38	61	65	66	76
2424	1	33	41	43	60
2425	13	48	64	66	77
2426	15	26	31	36	43
2427	10	13	17	37	38
2428	37	49	52	56	65
2429	15	26	29	47	79
2430	30	40	43	44	78
2431	9	11	66	71	77
2432	25	41	59	66	74
2433	1	38	53	64	76
2434	11	30	37	46	70
2435	17	28	30	37	46
2436	13	47	58	75	78
2437	33	37	44	50	79
2438	14	25	29	60	77
2439	1	31	59	70	80
2440	8	11	25	26	50
2441	1	11	25	30	75
2442	3	29	31	35	48
2443	1	46	53	70	75
2444	6	24	25	38	53
2445	1	5	32	53	71
2446	4	49	51	58	60
2447	9	22	38	39	55
2448	14	17	28	47	56
2449	2	11	28	42	76
2450	20	33	42	49	72
2451	1	20	31	36	61
2452	14	26	32	47	69
2453	24	25	55	62	69
2454	33	39	48	65	77
2455	5	29	35	58	62
2456	1	31	44	54	72
2457	21	31	62	68	78
2458	11	15	26	29	39
2459	21	29	60	62	65
2460	11	18	26	53	56
2461	2	17	22	74	75
2462	28	30	47	55	58
2463	1	42	48	53	62
2464	8	25	30	52	67
2465	1	15	20	57	79
2466	1	10	23	52	53
2467	5	7	33	36	38
2468	56	69	74	75	78
2469	4	20	25	34	56
2470	2	4	20	25	57
2471	23	40	41	78	80
2472	48	61	66	69	72
2473	19	31	41	47	55
2474	11	15	39	40	69
2475	5	18	22	34	56
2476	18	26	29	59	69
2477	4	23	33	44	46
2478	2	60	61	64	76
2479	4	38	46	52	72
2480	1	31	44	48	78
2481	18	27	31	63	78
2482	17	19	20	26	47
2483	2	13	42	52	75
2484	22	52	57	59	72
2485	5	18	32	58	64
2486	11	28	41	69	72
2487	1	30	50	57	65
2488	2	4	26	49	55
2489	7	24	29	35	56
2490	15	41	48	52	58
2491	32	37	44	50	58
2492	14	28	39	71	77
2493	2	14	31	60	64
2494	7	12	52	68	79
2495	12	18	26	31	33
2496	3	28	33	52	57
2497	10	31	44	53	75
2498	7	8	45	47	62
2499	9	13	28	55	64
2500	28	61	66	68	70
2501	4	39	41	54	73
2502	8	31	49	63	64
2503	37	39	43	68	75
2504	26	47	54	55	79
2505	25	38	39	52	53
2506	44	47	49	55	80
2507	31	60	62	73	76
2508	12	17	23	26	60
2509	13	61	69	70	71
2510	34	50	71	77	78
2511	3	21	39	45	53
2512	31	39	46	66	79
2513	16	26	47	50	78
2514	15	27	30	58	61
2515	18	24	41	67	76
2516	6	28	37	38	77
2517	10	14	22	68	77
2518	6	32	47	54	78
2519	31	33	39	49	54
2520	6	7	14	51	52
2521	10	40	59	64	74
2522	45	47	52	73	76
2523	36	38	57	67	68
2524	4	5	6	41	76
2525	29	33	47	63	76
2526	21	34	37	43	71
2527	1	19	37	44	48
2528	11	48	49	50	54
2529	23	32	71	75	77
2530	4	11	18	38	64
2531	5	28	55	58	78
2532	4	7	60	73	74
2533	4	8	18	47	78
2534	4	7	33	52	57
2535	7	25	26	37	55
2536	14	24	27	73	75
2537	12	46	48	72	77
2538	22	31	48	70	76
2539	22	29	50	58	78
2540	37	42	49	51	76
2541	7	14	24	62	68
2542	36	48	52	71	74
2543	8	28	34	48	64
2544	16	19	21	28	61
2545	1	8	55	74	80
2546	6	23	33	36	53
2547	15	26	62	74	80
2548	4	10	52	73	75
2549	17	22	25	39	40
2550	17	21	50	68	76
2551	4	5	15	46	60
2552	39	41	42	63	69
2553	1	22	38	57	62
2554	3	62	63	66	69
2555	10	36	38	51	80
2556	5	20	26	52	80
2557	5	27	30	50	62
2558	12	39	40	70	75
2559	34	37	55	60	70
2560	2	10	14	24	34
2561	2	26	51	52	65
2562	4	10	15	48	54
2563	44	58	66	67	75
2564	15	22	34	60	61
2565	4	46	48	49	65
2566	15	25	37	43	55
2567	6	48	53	77	79
2568	7	19	46	69	73
2569	4	10	11	21	53
2570	36	39	75	78	79
2571	28	51	59	68	77
2572	16	28	34	64	77
2573	10	26	33	37	59
2574	6	13	32	47	50
2575	7	11	13	26	35
2576	28	33	39	46	74
2577	15	27	40	68	76
2578	4	13	51	72	73
2579	33	46	72	74	78
2580	20	38	40	45	48
2581	5	22	36	41	79
2582	15	29	58	67	70
2583	10	22	23	35	60
2584	23	35	50	55	75
2585	4	5	10	34	55
2586	18	28	39	44	55
2587	12	28	39	58	80
2588	18	59	62	72	77
2589	18	40	62	66	75
2590	22	23	50	68	69
2591	46	49	55	57	70
2592	42	54	57	63	68
2593	2	5	27	29	80
2594	32	42	44	52	62
2595	29	40	43	62	68
2596	5	18	49	59	65
2597	33	50	52	69	70
2598	39	49	50	67	76
2599	16	31	36	44	68
2600	1	8	43	65	80
2601	5	12	29	35	65
2602	4	5	13	14	17
2603	6	28	36	55	76
2604	25	29	71	72	78
2605	34	53	67	73	79
2606	20	36	59	65	79
2607	20	27	29	48	67
2608	3	8	49	54	63
2609	1	11	35	77	79
2610	18	21	43	45	47
2611	25	32	51	64	80
2612	3	22	34	72	75
2613	2	15	38	41	61
2614	4	21	29	30	80
2615	19	31	47	49	65
2616	7	15	16	40	43
2617	7	12	16	35	50
2618	1	13	53	54	72
2619	4	5	6	42	66
2620	5	22	39	40	56
2621	28	30	49	61	80
2622	9	27	55	63	74
2623	3	10	52	60	62
2624	32	49	57	62	71
2625	17	20	29	56	61
2626	37	42	48	64	71
2627	14	15	28	58	68
2628	4	37	49	51	68
2629	43	45	48	66	69
2630	7	41	48	58	62
2631	5	10	24	51	64
2632	16	52	56	59	65
2633	2	14	28	35	48
2634	10	23	44	56	71
2635	4	20	40	50	62
2636	29	35	36	48	62
2637	26	27	46	51	75
2638	8	24	26	35	75
2639	23	24	37	49	78
2640	4	12	26	57	67
2641	5	21	36	45	73
2642	22	59	62	63	77
2643	3	23	33	68	73
2644	28	33	71	72	79
2645	23	31	46	47	76
2646	9	22	43	53	67
2647	16	32	37	53	59
2648	39	52	54	63	69
2649	11	18	20	58	60
2650	8	19	29	47	74
2651	6	10	16	49	78
2652	41	57	60	68	80
2653	18	23	48	78	79
2654	2	41	53	71	72
2655	16	64	66	74	77
2656	13	26	45	63	68
2657	6	9	12	25	27
2658	8	28	42	51	68
2659	12	26	38	49	62
2660	3	9	10	40	70
2661	3	16	17	34	67
2662	2	21	53	59	74
2663	45	48	55	59	80
2664	2	23	39	47	66
2665	23	44	54	68	79
2666	5	7	16	25	26
2667	27	28	38	44	57
2668	16	22	54	67	77
2669	19	20	22	26	61
2670	1	36	46	54	70
2671	18	19	50	54	67
2672	9	22	56	60	64
2673	3	23	32	72	80
2674	6	9	30	39	40
2675	31	36	46	47	59
2676	16	34	35	45	60
2677	34	50	54	56	69
2678	9	24	32	54	63
2679	32	42	45	64	77
2680	12	27	49	55	70
2681	35	42	62	69	73
2682	23	34	63	73	74
2683	6	17	25	26	76
2684	4	13	51	52	62
2685	30	53	59	64	80
2686	4	20	28	60	78
2687	5	18	24	41	63
2688	13	36	40	55	56
2689	4	18	21	76	79
2690	19	31	36	46	70
2691	15	16	24	27	67
2692	35	51	71	77	79
2693	4	6	22	34	43
2694	32	35	44	55	65
2695	2	46	50	55	72
2696	28	40	62	76	79
2697	7	9	13	18	24
2698	18	24	30	66	76
2699	28	50	57	71	72
2700	8	14	69	71	79
2701	38	43	60	70	76
2702	31	51	59	73	77
2703	12	25	43	46	68
2704	15	48	52	53	76
2705	1	3	5	67	79
2706	28	29	40	46	67
2707	11	15	29	48	67
2708	19	30	36	51	57
2709	3	35	68	75	78
2710	11	31	34	43	60
2711	45	52	57	68	70
2712	8	40	41	70	80
2713	7	36	42	49	76
2714	4	20	35	59	77
2715	6	46	52	53	56
2716	9	25	29	31	78
2717	18	26	46	55	56
2718	18	30	49	59	60
2719	4	11	40	60	67
2720	2	8	33	60	75
2721	20	29	32	43	65
2722	25	29	36	56	70
2723	4	47	51	63	75
2724	30	51	57	66	79
2725	10	12	42	48	60
2726	4	12	17	61	62
2727	22	61	65	66	70
2728	23	34	36	52	69
2729	16	43	51	59	76
2730	35	45	47	76	79
2731	4	10	19	68	79
2732	24	28	31	35	47
2733	40	66	67	72	77
2734	34	40	42	49	66
2735	3	8	42	75	77
2736	13	14	42	58	61
2737	8	13	28	31	74
2738	31	53	55	60	68
2739	1	11	15	27	65
2740	22	30	49	63	64
2741	8	30	40	68	77
2742	15	20	48	75	79
2743	15	43	56	69	77
2744	14	28	29	36	41
2745	1	30	42	57	71
2746	26	31	39	45	80
2747	19	36	38	54	66
2748	18	26	37	49	77
2749	20	27	72	75	79
2750	2	16	50	73	78
2751	15	23	49	51	71
2752	8	28	33	37	77
2753	23	46	50	63	75
2754	15	27	47	61	71
2755	4	8	33	67	72
2756	3	4	23	34	57
2757	7	29	49	72	73
2758	13	24	65	73	74
2759	14	26	27	55	56
2760	9	16	17	58	64
2761	44	46	50	63	79
2762	3	17	46	63	78
2763	3	4	26	60	61
2764	17	38	40	52	70
2765	2	7	20	53	64
2766	28	39	58	59	77
2767	9	42	74	76	78
2768	7	18	49	56	75
2769	20	53	58	66	72
2770	22	28	51	58	75
2771	2	12	17	42	72
2772	31	46	47	60	67
2773	6	16	29	36	54
2774	5	31	44	45	74
2775	10	36	56	61	74
2776	4	35	53	68	74
2777	27	41	42	45	67
2778	18	29	53	56	68
2779	5	17	29	49	72
2780	9	33	46	48	70
2781	8	13	53	54	55
2782	8	27	34	59	61
2783	12	27	35	71	79
2784	5	29	42	49	74
2785	6	33	43	53	62
2786	20	35	42	45	57
2787	8	27	32	59	75
2788	3	24	35	46	79
2789	10	11	40	45	79
2790	1	12	43	69	75
2791	1	16	32	38	67
2792	29	47	64	65	77
2793	13	19	35	56	62
2794	1	29	53	57	60
2795	26	27	33	73	74
2796	19	42	43	50	78
2797	24	39	45	64	65
2798	9	22	68	72	79
2799	23	35	40	48	80
2800	13	18	35	45	47
2801	1	18	20	23	26
2802	12	14	16	24	74
2803	2	6	36	41	80
2804	10	17	40	57	69
2805	12	21	29	43	69
2806	17	31	54	55	72
2807	18	39	50	53	65
2808	38	53	59	74	78
2809	23	31	47	58	76
2810	12	44	45	59	76
2811	16	19	59	62	69
2812	50	54	63	79	80
2813	6	23	31	38	52
2814	1	29	38	39	52
2815	4	34	40	46	77
2816	20	46	57	75	77
2817	1	53	61	71	78
2818	23	60	66	71	74
2819	17	33	41	54	71
2820	6	29	44	45	58
2821	1	24	68	78	79
2822	15	25	39	41	74
2823	2	10	16	23	57
2824	1	45	48	60	61
2825	18	26	35	52	63
2826	12	16	29	30	48
2827	20	54	57	73	75
2828	22	23	33	79	80
2829	27	35	41	42	44
2830	22	24	41	69	73
2831	14	23	34	43	54
2832	16	24	47	61	68
2833	24	41	52	62	78
2834	6	27	30	49	58
2835	14	15	38	58	77
2836	3	15	43	57	68
2837	49	57	60	66	70
2838	9	10	21	32	59
2839	13	45	48	52	73
2840	18	37	40	44	71
2841	14	39	47	56	68
2842	32	36	37	44	68
2843	11	24	27	31	79
2844	3	21	29	39	75
2845	5	31	40	43	49
2846	19	23	45	61	77
2847	37	39	45	52	71
2848	15	33	39	55	62
2849	21	56	67	68	77
2850	20	28	39	52	70
2851	8	14	15	24	28
2852	1	20	27	33	48
2853	3	6	10	20	76
2854	6	10	11	53	55
2855	4	11	49	65	71
2856	5	28	64	67	79
2857	3	40	45	65	72
2858	23	37	62	63	72
2859	10	31	42	76	77
2860	19	55	58	70	74
2861	5	17	39	58	69
2862	3	15	19	53	75
2863	35	39	47	61	66
2864	21	35	66	71	76
2865	16	17	37	65	69
2866	17	21	47	53	65
2867	12	18	37	45	59
2868	23	25	27	40	74
2869	23	36	64	65	73
2870	2	26	42	61	74
2871	8	30	39	70	77
2872	6	13	15	33	54
2873	37	50	58	65	76
2874	16	23	48	53	71
2875	5	24	37	53	71
2876	15	46	53	70	73
2877	10	20	58	61	73
2878	5	6	32	76	77
2879	30	31	38	76	80
2880	59	62	67	69	73
2881	32	45	48	79	80
2882	24	28	34	42	70
2883	28	50	60	61	76
2884	28	44	65	72	76
2885	12	29	61	69	73
2886	1	18	30	53	56
2887	8	23	43	50	71
2888	9	19	35	72	73
2889	20	22	51	59	66
2890	5	17	27	58	70
2891	5	13	17	62	77
2892	10	37	50	59	61
2893	14	42	53	59	69
2894	11	16	22	49	53
2895	17	21	22	35	74
2896	4	5	23	26	77
2897	11	33	50	51	76
2898	2	47	67	72	77
2899	43	51	55	68	71
2900	20	36	54	56	61
2901	1	2	20	36	73
2902	42	46	48	74	75
2903	4	15	24	39	66
2904	12	36	54	59	73
2905	5	14	24	43	78
2906	5	65	66	68	75
2907	16	36	44	53	61
2908	13	17	21	48	62
2909	12	27	30	40	61
2910	11	28	30	63	73
2911	25	40	46	50	57
2912	35	44	50	57	70
2913	5	15	26	64	65
2914	9	13	22	35	44
2915	7	14	17	74	80
2916	2	33	38	51	70
2917	1	6	48	57	71
2918	15	26	27	30	59
2919	5	23	51	63	72
2920	10	52	64	67	72
2921	3	18	30	33	69
2922	19	24	40	75	80
2923	13	19	37	50	72
2924	4	29	57	59	65
2925	2	4	27	36	51
2926	24	36	42	62	75
2927	14	48	51	63	73
2928	14	19	26	37	80
2929	27	32	57	61	80
2930	1	5	27	62	67
2931	5	27	32	64	73
2932	10	27	37	45	59
2933	8	18	59	64	68
2934	42	46	49	60	71
2935	18	21	29	46	74
2936	29	30	39	57	66
2937	3	29	43	57	69
2938	4	35	37	39	42
2939	7	16	19	55	62
2940	25	29	40	69	75
2941	5	17	32	53	79
2942	9	27	59	61	65
2943	10	22	26	48	78
2944	2	10	11	25	48
2945	1	11	39	41	75
2946	8	10	22	24	62
2947	8	26	48	66	71
2948	29	40	44	50	74
2949	14	54	71	73	79
2950	27	34	50	57	61
2951	14	17	28	37	75
2952	2	52	65	75	77
2953	6	10	23	55	69
2954	3	14	20	31	51
2955	19	39	54	60	75
2956	10	17	41	47	50
2957	7	21	23	69	75
2958	12	17	37	55	64
2959	1	15	47	63	66
2960	1	5	7	30	56
2961	23	28	33	51	79
2962	2	17	20	60	68
2963	46	52	55	56	73
2964	3	27	43	49	72
2965	8	15	28	48	79
2966	2	9	33	41	63
2967	7	19	34	59	62
2968	25	27	31	35	75
2969	14	15	18	30	57
2970	7	32	69	72	74
2971	13	24	26	49	66
2972	36	40	45	57	70
2973	21	36	41	58	69
2974	8	11	64	72	78
2975	15	25	49	56	65
2976	1	33	40	67	75
2977	5	17	18	28	80
2978	5	31	39	60	79
2979	16	35	49	50	74
2980	5	42	59	78	79
2981	34	51	58	61	73
2982	5	13	67	68	74
2983	11	21	41	71	79
2984	31	45	69	71	75
2985	2	35	43	61	70
2986	16	27	29	38	39
2987	10	26	65	66	68
2988	24	29	36	69	70
2989	41	44	66	73	79
2990	5	23	33	37	67
2991	24	29	30	35	62
2992	5	6	16	22	47
2993	12	29	31	34	68
2994	16	37	55	70	71
2995	4	12	33	38	62
2996	17	32	39	55	72
2997	20	40	43	61	70
2998	10	17	24	46	53
2999	9	23	42	63	68
3000	2	21	31	37	57
3001	30	37	42	66	78
3002	17	21	43	55	57
3003	13	21	38	44	74
3004	33	36	55	68	80
3005	22	32	39	54	66
3006	4	24	28	46	72
3007	9	51	54	58	69
3008	15	50	76	77	79
3009	7	12	40	49	65
3010	9	11	22	35	52
3011	1	5	36	64	79
3012	28	36	42	45	49
3013	58	71	73	74	77
3014	19	33	53	61	63
3015	3	61	63	69	70
3016	20	34	36	53	62
3017	45	46	48	53	59
3018	21	50	51	61	73
3019	1	12	23	46	51
3020	12	27	49	59	79
3021	32	38	60	71	80
3022	35	40	54	66	71
3023	4	38	44	76	78
3024	15	16	30	38	79
3025	2	17	30	45	70
3026	6	42	51	52	80
3027	6	22	40	57	63
3028	9	24	31	39	78
3029	2	39	44	48	60
3030	25	39	52	64	79
3031	7	12	15	43	58
3032	15	17	41	50	72
3033	28	61	70	74	77
3034	12	20	47	71	74
3035	13	34	46	51	77
3036	12	18	31	35	45
3037	5	22	28	64	80
3038	20	59	62	67	71
3039	7	16	38	54	56
3040	8	61	62	64	65
3041	27	29	39	47	66
3042	2	9	47	68	70
3043	12	17	37	45	64
3044	1	11	53	57	79
3045	19	26	42	43	50
3046	5	53	55	57	63
3047	21	40	63	72	74
3048	26	27	40	43	52
3049	15	32	45	69	72
3050	4	51	58	69	77
3051	13	33	46	51	70
3052	6	24	65	66	78
3053	4	9	47	51	58
3054	18	50	55	65	77
3055	7	13	15	17	48
3056	16	37	60	63	64
3057	4	33	58	61	76
3058	10	18	24	69	80
3059	13	26	40	67	69
3060	12	16	45	61	65
3061	27	51	54	63	74
3062	28	30	44	57	70
3063	8	20	32	42	68
3064	15	43	56	63	79
3065	3	9	40	60	61
3066	24	32	42	53	73
3067	11	38	48	51	55
3068	7	27	45	53	56
3069	1	10	34	49	76
3070	11	45	62	67	77
3071	6	13	19	20	72
3072	7	8	20	26	66
3073	10	23	48	63	74
3074	1	25	29	61	62
3075	7	21	42	49	57
3076	8	33	40	54	73
3077	4	56	67	74	77
3078	21	40	43	53	59
3079	11	18	32	51	56
3080	39	42	54	56	57
3081	33	36	39	44	62
3082	1	4	19	53	57
3083	37	48	65	69	75
3084	17	28	30	31	47
3085	12	28	30	36	39
3086	12	14	27	53	74
3087	15	16	41	46	47
3088	38	42	47	64	66
3089	4	23	28	39	79
3090	3	12	54	62	67
3091	14	27	43	59	66
3092	11	23	28	35	37
3093	11	12	13	42	48
3094	7	17	27	56	75
3095	13	30	33	61	75
3096	6	19	49	76	80
3097	6	41	42	47	58
3098	20	31	34	41	61
3099	22	42	46	61	68
3100	16	23	24	30	76
3101	9	14	22	30	51
3102	6	32	51	61	78
3103	7	26	32	37	42
3104	3	16	36	65	74
3105	22	43	53	61	75
3106	35	52	64	71	80
3107	24	41	42	54	55
3108	4	8	10	34	54
3109	7	25	46	64	73
3110	45	46	55	65	76
3111	1	4	49	56	68
3112	20	24	25	31	38
3113	14	15	41	42	73
3114	14	19	38	45	47
3115	1	25	53	67	74
3116	2	12	45	59	74
3117	22	24	37	40	48
3118	23	25	41	72	75
3119	3	23	25	29	68
3120	26	30	31	39	60
3121	1	5	41	57	78
3122	3	11	29	30	37
3123	17	38	57	61	72
3124	28	37	56	59	65
3125	40	44	45	52	64
3126	14	27	31	36	45
3127	37	60	61	72	76
3128	8	12	22	52	64
3129	21	33	37	51	71
3130	7	30	44	45	57
3131	11	18	50	51	80
3132	2	29	34	47	70
3133	7	14	49	56	74
3134	14	39	45	50	80
3135	11	22	34	44	72
3136	15	29	52	79	80
3137	10	21	29	33	68
3138	19	20	47	56	76
3139	13	22	46	67	68
3140	11	19	27	48	55
3141	9	18	44	56	72
3142	20	45	58	69	78
3143	19	24	26	59	67
3144	30	38	45	53	63
3145	4	15	28	34	52
3146	2	8	56	72	73
3147	11	37	41	64	70
3148	24	47	68	73	74
3149	1	16	30	60	67
3150	19	28	49	53	77
3151	4	36	51	58	75
3152	10	38	44	47	59
3153	11	26	40	54	73
3154	10	21	26	38	54
3155	1	16	21	50	80
3156	20	51	59	68	73
3157	10	22	31	54	72
3158	6	20	39	57	75
3159	8	40	52	67	70
3160	13	16	25	32	69
3161	10	15	22	25	78
3162	4	19	22	39	41
3163	24	40	45	49	68
3164	21	39	41	66	74
3165	7	29	66	75	76
3166	4	11	16	34	63
3167	20	26	48	59	74
3168	10	14	31	53	67
3169	14	47	73	74	77
3170	2	15	27	34	69
3171	14	35	38	45	48
3172	43	68	69	71	76
3173	4	10	20	34	63
3174	4	11	33	59	76
3175	51	53	60	66	67
3176	2	5	6	11	51
3177	2	21	23	35	48
3178	1	16	19	72	73
3179	2	8	16	31	54
3180	2	21	27	43	57
3181	24	42	43	52	65
3182	16	29	32	48	54
3183	21	27	36	41	51
3184	4	7	14	16	43
3185	14	30	33	65	73
3186	12	22	48	52	57
3187	14	19	23	44	67
3188	26	28	36	53	79
3189	2	9	15	46	62
3190	13	49	57	59	78
3191	2	5	19	61	74
3192	5	30	38	56	77
3193	10	17	29	43	46
3194	20	26	33	41	60
3195	37	50	67	72	76
3196	16	40	45	46	80
3197	8	38	39	65	66
3198	15	28	41	47	51
3199	16	33	51	63	67
3200	2	12	57	68	73
3201	2	14	17	54	80
3202	1	26	34	37	58
3203	18	44	46	56	60
3204	9	15	38	49	50
3205	32	37	60	62	77
3206	4	45	68	70	74
3207	6	22	40	48	55
3208	2	13	18	26	62
3209	8	38	52	68	79
3210	4	21	42	55	68
3211	10	31	50	54	61
3212	19	34	35	58	61
3213	12	24	36	39	72
3214	7	10	16	25	75
3215	17	29	30	40	80
3216	7	11	42	47	78
3217	40	61	62	63	71
3218	11	29	48	56	72
3219	4	12	32	55	59
3220	15	48	59	69	76
3221	5	17	55	63	67
3222	21	23	38	44	72
3223	9	16	24	43	46
3224	36	55	59	63	72
3225	40	49	60	63	69
3226	14	20	21	23	59
3227	15	35	44	49	62
3228	10	33	53	69	70
3229	12	34	48	55	79
3230	1	29	38	61	69
3231	15	22	28	63	79
3232	5	31	59	61	78
3233	3	4	6	36	70
3234	14	48	59	60	68
3235	32	54	65	67	73
3236	9	17	61	64	66
3237	13	39	40	63	74
3238	20	39	40	49	58
3239	24	26	63	72	75
3240	24	41	57	68	79
3241	19	40	56	59	63
3242	8	9	16	64	68
3243	26	27	37	61	65
3244	24	31	38	57	68
3245	27	46	52	64	75
3246	35	39	51	74	80
3247	26	31	49	62	65
3248	28	36	37	38	77
3249	8	17	43	50	68
3250	15	25	28	63	78
3251	1	44	65	67	78
3252	8	20	43	71	80
3253	4	7	27	60	70
3254	16	50	59	66	79
3255	18	19	22	31	64
3256	32	34	46	47	80
3257	33	34	35	54	64
3258	32	34	46	58	80
3259	3	10	48	60	67
3260	18	23	39	53	58
3261	10	11	29	57	72
3262	18	44	59	63	70
3263	3	25	28	31	79
3264	14	21	25	26	47
3265	33	52	57	63	71
3266	14	32	50	57	77
3267	4	16	68	73	78
3268	16	49	52	76	80
3269	15	36	58	70	75
3270	23	40	42	75	77
3271	28	38	55	69	76
3272	25	41	48	52	64
3273	43	44	45	51	71
3274	41	54	57	62	77
3275	2	19	37	39	75
3276	17	26	29	46	70
3277	8	12	25	47	79
3278	11	12	17	24	78
3279	20	36	42	57	69
3280	24	36	38	65	70
3281	6	18	20	49	55
3282	10	21	22	36	63
3283	16	33	42	51	62
3284	10	18	24	34	57
3285	4	8	22	30	63
3286	6	23	50	58	61
3287	21	38	49	61	79
3288	1	15	44	66	68
3289	14	18	20	57	58
3290	7	12	26	32	37
3291	14	32	59	66	69
3292	28	51	55	69	73
3293	17	21	44	70	71
3294	1	28	47	50	55
3295	5	9	31	73	77
3296	3	43	44	60	66
3297	2	9	19	42	60
